
폭염일수
지점/지역명 : 전국

평균 폭염일수
연도,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연합계,순위

2016,0,0,0,0,0,0.1,5.1,16.6,0,0,0,0,22,4
2017,0,0,0,0,0.4,1.7,5.9,5.6,0,0,0,0,13.5,7
2018,0,0,0,0,0,1.5,15.4,14.1,0,0,0,0,31,1
2019,0,0,0,0,0.5,0.5,3,9,0,0,0,0,13.1,8
2020,0,0,0,0,0,1.9,0.1,5.7,0,0,0,0,7.7,11
2021,0,0,0,0,0,0.1,8.1,3.5,0,0,0,0,11.8,9
2022,0,0,0,0,0.2,1.6,5.8,2.9,0.2,0,0,0,10.6,10
2023,0,0,0,0,0.2,0.9,4.1,9,0,0,0,0,14.2,6
2024,0,0,0,0,0,2.8,4.3,16.9,6,0,0,0,30.1,2
2025,0,0,0,0,0,2,14.5,11.5,1.6,0,0,0,29.7,3
2026,0,0,0,0,0.5,0.6,8.9,12,,,,,21.9,5
평균,0.0,0.0,0.0,0.0,0.2,1.3,6.8,9.7,0.7,0.0,0.0,0.0


가장 긴 폭염
연도,지점,시작일,종료일,지속일수
2016,합천,2016-07-23,2016-08-25,34
2017,경주시,2017-07-16,2017-07-24,9
2018,금산,2018-07-11,2018-08-16,37
2019,부안,2019-07-30,2019-08-11,13
2020,대구,2020-08-11,2020-08-21,11
2021,밀양,2021-07-20,2021-08-07,19
2022,제주,2022-08-04,2022-08-16,13
2023,양산시·의성,2023-07-26,2023-08-08,14
2024,구미·밀양·의성,2024-07-25,2024-08-20,27
2025,완도,2025-08-14,2025-09-07,25
2026,김해시·의령군·전주,2026-07-20,2026-08-10,22


가장 빠른/가장 늦은 폭염
연도,가장 빠른 지점,가장 빠른 날짜,가장 늦은 지점,가장 늦은 날짜
2016,홍천,2016-05-22,광주,2016-09-04
2017,강릉·북강릉·속초·울진·의령군·합천,2017-05-19,밀양,2017-08-29
2018,울진·의성·포항,2018-04-21,제주,2018-08-31
2019,강릉·경주시·구미·금산·대구·밀양·보은·북춘천·산청·상주·서울·영덕·영월·영천·의성·이천·정선군·제주·제천·청송군·청주·춘천·충주·포항·합천·홍천,2019-05-24,의성,2019-09-10
2020,거창·경주시·구미·대구·밀양·영천·울진·의령군·의성·청송군·포항·합천,2020-06-04,고창·고창군·순창군·정읍·해남,2020-08-31
2021,대구·밀양·의령군·함양군,2021-06-08,제주,2021-09-01
2022,경주시·밀양·양산시,2022-05-22,광양시·서귀포,2022-09-19
2023,강릉·경주시·구미·대구·동해·북강릉·산청·상주·속초·울진·의령군·의성·포항,2023-05-16,정선군,2023-09-10
2024,강릉·밀양·속초,2024-05-23,강진군·거제·거창·경주시·고창·고창·고창군·고흥·광양시·광주·군산·금산·김해시·남원·남해·대구·대전·마산·목포·밀양·보령·보성군·부산·부안·부여·북부산·북창원·산청·서귀포·서산·세종·세종(예)·수원·순창군·순천·양산시·여수·영광군·영천·완도·울산·의령군·의성·임실·장수·장흥·전주·정읍·제주·진도군·진주·창원·창원시·청송군·통영·함양군·합천·해남·흑산도,2024-09-19
2025,경주시·구미·대구·포항,2025-05-20,경주시·김해시·대구·마산·밀양·보성군·북부산·북창원·성산·양산시·울산·제주·창원·창원시·포항,2025-09-17
2026,경주시·구미·대구·밀양·상주·함양군,2026-05-16,고흥·김해시·밀양·북창원·양산시·완도·창원시,2026-08-30


전국 폭염일수

년도,날짜,지점
2022,0729,통영
2022,0729,홍천
2022,0729,천안
2022,0729,구미
2022,0729,대구
2022,0729,거창
2022,0729,부안
2022,0729,군산
2022,0729,목포
2022,0729,안동
2022,0729,밀양
2022,0729,춘천
2022,0729,원주
2022,0729,양평
2022,0729,이천
2022,0729,청주
2022,0729,금산
2022,0729,영주
2022,0729,진주
2022,0729,충주
2022,0729,광주
2022,0729,제천
2022,0729,부여
2022,0729,전주
2022,0729,문경
2022,0730,철원
2022,0730,서산
2022,0730,수원
2022,0730,강화
2022,0730,보령
2022,0730,서울
2022,0730,청주
2022,0730,인제
2022,0730,홍천
2022,0730,춘천
2022,0730,원주
2022,0730,양평
2022,0730,이천
2022,0730,인천
2022,0801,청주
2022,0801,보령
2022,0801,전주
2022,0803,강릉
2022,0803,청주
2022,0803,밀양
2022,0803,포항
2022,0803,대구
2022,0803,거창
2022,0803,합천
2022,0803,대전
2022,0803,울산
2022,0803,속초
2022,0803,울진
2022,0803,의성
2022,0803,영천
2022,0803,구미
2022,0804,진주
2022,0804,충주
2022,0804,광주
2022,0804,영천
2022,0804,부여
2022,0804,의성
2022,0804,영덕
2022,0804,이천
2022,0804,강릉
2022,0804,청주
2022,0804,안동
2022,0804,밀양
2022,0804,구미
2022,0804,거창
2022,0804,합천
2022,0804,산청
2022,0804,수원
2022,0804,대전
2022,0804,장흥
2022,0804,대구
2022,0804,창원
2022,0804,속초
2022,0804,문경
2022,0804,포항
2022,0804,울산
2022,0805,포항
2022,0805,밀양
2022,0805,춘천
2022,0805,구미
2022,0805,합천
2022,0805,산청
2022,0805,대전
2022,0805,대구
2022,0805,창원
2022,0805,부산
2022,0805,영천
2022,0805,의성
2022,0805,영덕
2022,0805,울진
2022,0805,강릉
2022,0805,청주
2022,0805,안동
2022,0805,울산
2022,0806,울산
2022,0806,춘천
2022,0806,천안
2022,0806,구미
2022,0806,거창
2022,0806,합천
2022,0806,산청
2022,0806,대전
2022,0806,장흥
2022,0806,대구
2022,0806,창원
2022,0806,속초
2022,0806,문경
2022,0806,정읍
2022,0806,남원
2022,0806,임실
2022,0806,포항
2022,0806,남해
2022,0806,진주
2022,0806,충주
2022,0806,광주
2022,0806,완도
2022,0806,영천
2022,0806,부여
2022,0806,전주
2022,0806,의성
2022,0806,영덕
2022,0806,울진
2022,0806,강릉
2022,0806,청주
2022,0806,금산
2022,0806,부안
2022,0806,안동
2022,0806,밀양
2022,0807,울산
2022,0807,밀양
2022,0807,구미
2022,0807,거창
2022,0807,합천
2022,0807,산청
2022,0807,대전
2022,0807,장흥
2022,0807,대구
2022,0807,창원
2022,0807,문경
2022,0807,정읍
2022,0807,남원
2022,0807,임실
2022,0807,포항
2022,0807,영주
2022,0807,진주
2022,0807,충주
2022,0807,광주
2022,0807,완도
2022,0807,영천
2022,0807,부여
2022,0807,전주
2022,0807,의성
2022,0807,영덕
2022,0807,울진
2022,0807,강릉
2022,0807,청주
2022,0807,금산
2022,0807,부안
2022,0807,군산
2022,0807,해남
2022,0807,안동
2022,0807,추풍령
2022,0808,대구
2022,0808,산청
2022,0808,밀양
2022,0808,영덕
2022,0808,울진
2022,0808,포항
2022,0812,울산
2022,0812,구미
2022,0812,거창
2022,0812,합천
2022,0812,대구
2022,0812,밀양
2022,0812,산청
2022,0812,포항
2022,0812,진주
2022,0812,영천
2022,0812,의성
2022,0812,창원
2022,0813,대구
2022,0813,밀양
2022,0813,포항
2022,0814,울산
2022,0814,대구
2022,0814,창원
2022,0814,산청
2022,0814,밀양
2022,0814,포항
2022,0814,진주
2022,0814,광주
2022,0814,전주
2022,0814,남원
2022,0815,울산
2022,0815,구미
2022,0815,합천
2022,0815,대구
2022,0815,창원
2022,0815,밀양
2022,0815,포항
2022,0815,진주
2022,0815,영천
2022,0815,의성
2022,0815,산청
2022,0816,울진
2022,0819,포항
2022,0819,대구
2022,0820,홍천
2022,0821,청주
2022,0821,수원
2022,0822,강릉
2022,0917,대구
2022,0917,대전
2022,0917,청주
2022,0917,광주
2022,0918,대전
2022,0918,장흥
2022,0918,청주
2022,0918,전주
2022,0918,완도
2022,0918,광주
2022,0918,해남
2023,0516,울진
2023,0516,속초
2023,0516,산청
2023,0516,대구
2023,0516,의성
2023,0516,강릉
2023,0516,포항
2023,0516,구미
2023,0517,포항
2023,0517,강릉
2023,0517,영덕
2023,0517,의성
2023,0617,영덕
2023,0617,의성
2023,0617,강릉
2023,0617,포항
2023,0617,대구
2023,0617,청주
2023,0617,합천
2023,0617,거창
2023,0617,구미
2023,0617,밀양
2023,0617,영천
2023,0618,안동
2023,0618,광주
2023,0618,남원
2023,0618,의성
2023,0618,인제
2023,0618,산청
2023,0618,철원
2023,0618,대구
2023,0618,대전
2023,0618,홍천
2023,0618,합천
2023,0618,구미
2023,0618,춘천
2023,0618,밀양
2023,0618,청주
2023,0619,부여
2023,0619,청주
2023,0619,남원
2023,0619,이천
2023,0619,금산
2023,0619,서울
2023,0619,양평
2023,0619,춘천
2023,0619,원주
2023,0619,천안
2023,0619,전주
2023,0619,홍천
2023,0619,대전
2023,0619,충주
2023,0619,광주
2023,0619,서산
2023,0619,정읍
2023,0619,수원
2023,0624,대전
2023,0625,인제
2023,0625,서울
2023,0625,부여
2023,0625,홍천
2023,0625,서산
2023,0627,대구
2023,0627,포항
2023,0628,속초
2023,0701,인제
2023,0701,홍천
2023,0701,대전
2023,0701,양평
2023,0701,청주
2023,0701,춘천
2023,0701,충주
2023,0701,이천
2023,0702,속초
2023,0702,남원
2023,0702,구미
2023,0702,의성
2023,0702,합천
2023,0702,대구
2023,0702,밀양
2023,0702,거창
2023,0703,수원
2023,0703,서울
2023,0703,인제
2023,0703,천안
2023,0703,홍천
2023,0703,대전
2023,0703,이천
2023,0703,청주
2023,0703,춘천
2023,0703,원주
2023,0703,충주
2023,0703,전주
2023,0703,의성
2023,0703,안동
2023,0705,속초
2023,0706,속초
2023,0706,포항
2023,0706,울산
2023,0706,구미
2023,0706,광주
2023,0706,대구
2023,0706,강릉
2023,0706,울진
2023,0706,밀양
2023,0706,거창
2023,0707,철원
2023,0710,속초
2023,0710,포항
2023,0710,의성
2023,0710,강릉
2023,0710,대구
2023,0717,의성
2023,0717,포항
2023,0720,대구
2023,0720,의성
2023,0720,밀양
2023,0720,산청
2023,0721,수원
2023,0721,이천
2023,0721,인제
2023,0721,서산
2023,0721,정읍
2023,0721,남원
2023,0721,천안
2023,0721,구미
2023,0721,홍천
2023,0721,대전
2023,0721,제천
2023,0721,군산
2023,0721,청주
2023,0721,금산
2023,0721,부안
2023,0721,춘천
2023,0721,원주
2023,0721,충주
2023,0721,광주
2023,0721,부여
2023,0721,전주
2023,0721,의성
2023,0721,양평
2023,0721,서울
2023,0722,인제
2023,0722,춘천
2023,0722,철원
2023,0722,홍천
2023,0724,강릉
2023,0724,포항
2023,0725,강릉
2023,0725,포항
2023,0726,포항
2023,0726,대구
2023,0726,의성
2023,0726,영천
2023,0726,전주
2023,0726,강릉
2023,0727,창원
2023,0727,이천
2023,0727,거제
2023,0727,남원
2023,0727,합천
2023,0727,홍천
2023,0727,대전
2023,0727,강릉
2023,0727,영덕
2023,0727,청주
2023,0727,밀양
2023,0727,영천
2023,0727,진주
2023,0727,충주
2023,0727,광주
2023,0727,부여
2023,0727,의성
2023,0727,포항
2023,0728,수원
2023,0728,창원
2023,0728,서울
2023,0728,인제
2023,0728,포항
2023,0728,보령
2023,0728,서산
2023,0728,정읍
2023,0728,보은
2023,0728,추풍령
2023,0728,천안
2023,0728,구미
2023,0728,합천
2023,0728,홍천
2023,0728,대전
2023,0728,대구
2023,0728,철원
2023,0728,문경
2023,0728,강릉
2023,0728,제천
2023,0728,군산
2023,0728,안동
2023,0728,청주
2023,0728,부안
2023,0728,밀양
2023,0728,춘천
2023,0728,원주
2023,0728,영천
2023,0728,부산
2023,0728,충주
2023,0728,부여
2023,0728,전주
2023,0728,의성
2023,0728,양평
2023,0728,이천
2023,0729,수원
2023,0729,이천
2023,0729,서울
2023,0729,속초
2023,0729,인제
2023,0729,임실
2023,0729,포항
2023,0729,거제
2023,0729,울산
2023,0729,보령
2023,0729,서산
2023,0729,정읍
2023,0729,남원
2023,0729,추풍령
2023,0729,천안
2023,0729,장수
2023,0729,구미
2023,0729,거창
2023,0729,합천
2023,0729,홍천
2023,0729,대전
2023,0729,대구
2023,0729,문경
2023,0729,산청
2023,0729,강릉
2023,0729,태백
2023,0729,제천
2023,0729,군산
2023,0729,안동
2023,0729,청주
2023,0729,금산
2023,0729,부안
2023,0729,밀양
2023,0729,춘천
2023,0729,원주
2023,0729,보은
2023,0729,영천
2023,0729,영주
2023,0729,진주
2023,0729,충주
2023,0729,광주
2023,0729,부여
2023,0729,전주
2023,0729,의성
2023,0729,양평
2023,0729,창원
2023,0730,수원
2023,0730,이천
2023,0730,서울
2023,0730,인천
2023,0730,속초
2023,0730,인제
2023,0730,포항
2023,0730,서산
2023,0730,정읍
2023,0730,천안
2023,0730,구미
2023,0730,합천
2023,0730,홍천
2023,0730,보은
2023,0730,대전
2023,0730,대구
2023,0730,문경
2023,0730,산청
2023,0730,강릉
2023,0730,제천
2023,0730,안동
2023,0730,청주
2023,0730,금산
2023,0730,부안
2023,0730,밀양
2023,0730,춘천
2023,0730,원주
2023,0730,영천
2023,0730,영주
2023,0730,진주
2023,0730,충주
2023,0730,광주
2023,0730,부여
2023,0730,전주
2023,0730,의성
2023,0730,양평
2023,0730,창원
2023,0731,창원
2023,0731,이천
2023,0731,인제
2023,0731,포항
2023,0731,거제
2023,0731,정읍
2023,0731,남원
2023,0731,구미
2023,0731,거창
2023,0731,합천
2023,0731,홍천
2023,0731,장흥
2023,0731,대구
2023,0731,문경
2023,0731,산청
2023,0731,강릉
2023,0731,해남
2023,0731,청주
2023,0731,부안
2023,0731,밀양
2023,0731,춘천
2023,0731,영천
2023,0731,남해
2023,0731,진주
2023,0731,광주
2023,0731,전주
2023,0731,의성
2023,0731,양평
2023,0731,서울
2023,0801,대구
2023,0801,안동
2023,0801,문경
2023,0801,산청
2023,0801,수원
2023,0801,창원
2023,0801,서울
2023,0801,인제
2023,0801,임실
2023,0801,보령
2023,0801,서산
2023,0801,정읍
2023,0801,남원
2023,0801,청주
2023,0801,금산
2023,0801,부안
2023,0801,밀양
2023,0801,춘천
2023,0801,원주
2023,0801,천안
2023,0801,구미
2023,0801,합천
2023,0801,통영
2023,0801,홍천
2023,0801,대전
2023,0801,장흥
2023,0801,영천
2023,0801,부산
2023,0801,남해
2023,0801,진주
2023,0801,충주
2023,0801,광주
2023,0801,부여
2023,0801,전주
2023,0801,의성
2023,0801,양평
2023,0801,이천
2023,0801,강릉
2023,0801,군산
2023,0801,목포
2023,0801,해남
2023,0801,철원
2023,0802,대구
2023,0802,안동
2023,0802,고흥
2023,0802,문경
2023,0802,산청
2023,0802,수원
2023,0802,창원
2023,0802,서울
2023,0802,속초
2023,0802,인제
2023,0802,포항
2023,0802,거제
2023,0802,보령
2023,0802,서산
2023,0802,정읍
2023,0802,남원
2023,0802,임실
2023,0802,영덕
2023,0802,청주
2023,0802,금산
2023,0802,부안
2023,0802,군산
2023,0802,밀양
2023,0802,춘천
2023,0802,추풍령
2023,0802,천안
2023,0802,구미
2023,0802,합천
2023,0802,홍천
2023,0802,보은
2023,0802,대전
2023,0802,장흥
2023,0802,완도
2023,0802,영천
2023,0802,영주
2023,0802,부산
2023,0802,남해
2023,0802,진주
2023,0802,충주
2023,0802,광주
2023,0802,부여
2023,0802,전주
2023,0802,의성
2023,0802,양평
2023,0802,이천
2023,0802,강릉
2023,0802,목포
2023,0802,해남
2023,0802,거창
2023,0803,대구
2023,0803,거창
2023,0803,문경
2023,0803,산청
2023,0803,수원
2023,0803,서울
2023,0803,속초
2023,0803,포항
2023,0803,거제
2023,0803,울산
2023,0803,보령
2023,0803,창원
2023,0803,서산
2023,0803,정읍
2023,0803,남원
2023,0803,임실
2023,0803,울진
2023,0803,양평
2023,0803,청주
2023,0803,금산
2023,0803,부안
2023,0803,군산
2023,0803,밀양
2023,0803,춘천
2023,0803,추풍령
2023,0803,천안
2023,0803,장수
2023,0803,구미
2023,0803,합천
2023,0803,통영
2023,0803,홍천
2023,0803,보은
2023,0803,대전
2023,0803,장흥
2023,0803,영천
2023,0803,영주
2023,0803,부산
2023,0803,남해
2023,0803,진주
2023,0803,충주
2023,0803,광주
2023,0803,부여
2023,0803,전주
2023,0803,의성
2023,0803,이천
2023,0803,강릉
2023,0803,목포
2023,0803,해남
2023,0803,안동
2023,0803,영덕
2023,0804,거창
2023,0804,영덕
2023,0804,산청
2023,0804,수원
2023,0804,서울
2023,0804,속초
2023,0804,인제
2023,0804,포항
2023,0804,거제
2023,0804,울산
2023,0804,보령
2023,0804,창원
2023,0804,서산
2023,0804,정읍
2023,0804,남원
2023,0804,임실
2023,0804,울진
2023,0804,양평
2023,0804,청주
2023,0804,금산
2023,0804,부안
2023,0804,군산
2023,0804,밀양
2023,0804,춘천
2023,0804,원주
2023,0804,추풍령
2023,0804,천안
2023,0804,구미
2023,0804,합천
2023,0804,통영
2023,0804,홍천
2023,0804,보은
2023,0804,대전
2023,0804,대구
2023,0804,영천
2023,0804,영주
2023,0804,부산
2023,0804,남해
2023,0804,진주
2023,0804,충주
2023,0804,광주
2023,0804,부여
2023,0804,전주
2023,0804,의성
2023,0804,이천
2023,0804,강릉
2023,0804,목포
2023,0804,안동
2023,0804,문경
2023,0805,완도
2023,0805,영천
2023,0805,영주
2023,0805,부산
2023,0805,남해
2023,0805,진주
2023,0805,충주
2023,0805,광주
2023,0805,부여
2023,0805,전주
2023,0805,의성
2023,0805,이천
2023,0805,강릉
2023,0805,태백
2023,0805,제천
2023,0805,목포
2023,0805,해남
2023,0805,안동
2023,0805,영덕
2023,0805,양평
2023,0805,청주
2023,0805,금산
2023,0805,부안
2023,0805,군산
2023,0805,밀양
2023,0805,춘천
2023,0805,원주
2023,0805,추풍령
2023,0805,천안
2023,0805,장수
2023,0805,구미
2023,0805,합천
2023,0805,통영
2023,0805,홍천
2023,0805,보은
2023,0805,대전
2023,0805,장흥
2023,0805,대구
2023,0805,거창
2023,0805,철원
2023,0805,고흥
2023,0805,문경
2023,0805,산청
2023,0805,수원
2023,0805,서울
2023,0805,속초
2023,0805,인제
2023,0805,여수
2023,0805,포항
2023,0805,거제
2023,0805,울산
2023,0805,보령
2023,0805,봉화
2023,0805,창원
2023,0805,서산
2023,0805,정읍
2023,0805,남원
2023,0805,임실
2023,0806,인제
2023,0806,의성
2023,0806,거제
2023,0806,울산
2023,0806,보령
2023,0806,창원
2023,0806,서산
2023,0806,정읍
2023,0806,남원
2023,0806,임실
2023,0806,홍천
2023,0806,보은
2023,0806,대전
2023,0806,장흥
2023,0806,대구
2023,0806,거창
2023,0806,고흥
2023,0806,문경
2023,0806,산청
2023,0806,수원
2023,0806,서울
2023,0806,밀양
2023,0806,춘천
2023,0806,원주
2023,0806,추풍령
2023,0806,천안
2023,0806,장수
2023,0806,구미
2023,0806,합천
2023,0806,통영
2023,0806,이천
2023,0806,제천
2023,0806,목포
2023,0806,해남
2023,0806,안동
2023,0806,양평
2023,0806,청주
2023,0806,금산
2023,0806,부안
2023,0806,군산
2023,0806,영천
2023,0806,영주
2023,0806,부산
2023,0806,남해
2023,0806,진주
2023,0806,충주
2023,0806,광주
2023,0806,완도
2023,0806,부여
2023,0806,전주
2023,0806,철원
2023,0807,여수
2023,0807,의성
2023,0807,보령
2023,0807,창원
2023,0807,서산
2023,0807,정읍
2023,0807,남원
2023,0807,임실
2023,0807,홍천
2023,0807,보은
2023,0807,대전
2023,0807,장흥
2023,0807,대구
2023,0807,거창
2023,0807,고흥
2023,0807,문경
2023,0807,산청
2023,0807,수원
2023,0807,서울
2023,0807,인천
2023,0807,밀양
2023,0807,춘천
2023,0807,원주
2023,0807,추풍령
2023,0807,천안
2023,0807,장수
2023,0807,구미
2023,0807,합천
2023,0807,통영
2023,0807,이천
2023,0807,목포
2023,0807,해남
2023,0807,안동
2023,0807,양평
2023,0807,청주
2023,0807,금산
2023,0807,부안
2023,0807,군산
2023,0807,영천
2023,0807,영주
2023,0807,부산
2023,0807,남해
2023,0807,진주
2023,0807,충주
2023,0807,광주
2023,0807,완도
2023,0807,부여
2023,0807,전주
2023,0807,거제
2023,0808,철원
2023,0808,의성
2023,0808,거제
2023,0808,보령
2023,0808,창원
2023,0808,서산
2023,0808,정읍
2023,0808,남원
2023,0808,임실
2023,0808,보은
2023,0808,대전
2023,0808,장흥
2023,0808,대구
2023,0808,거창
2023,0808,고흥
2023,0808,문경
2023,0808,산청
2023,0808,수원
2023,0808,강화
2023,0808,서울
2023,0808,인천
2023,0808,밀양
2023,0808,춘천
2023,0808,원주
2023,0808,천안
2023,0808,장수
2023,0808,구미
2023,0808,합천
2023,0808,통영
2023,0808,홍천
2023,0808,이천
2023,0808,목포
2023,0808,해남
2023,0808,안동
2023,0808,양평
2023,0808,청주
2023,0808,금산
2023,0808,부안
2023,0808,군산
2023,0808,영주
2023,0808,부산
2023,0808,남해
2023,0808,진주
2023,0808,충주
2023,0808,광주
2023,0808,완도
2023,0808,부여
2023,0808,전주
2023,0808,여수
2023,0811,강릉
2023,0811,포항
2023,0812,밀양
2023,0813,청주
2023,0813,밀양
2023,0814,인제
2023,0814,전주
2023,0814,서산
2023,0814,정읍
2023,0814,남원
2023,0814,산청
2023,0814,대전
2023,0814,밀양
2023,0814,춘천
2023,0814,원주
2023,0814,천안
2023,0814,홍천
2023,0814,이천
2023,0814,해남
2023,0814,양평
2023,0814,청주
2023,0814,부안
2023,0814,진주
2023,0814,충주
2023,0814,광주
2023,0814,부여
2023,0814,창원
2023,0815,창원
2023,0815,의성
2023,0815,장흥
2023,0815,대구
2023,0815,거창
2023,0815,문경
2023,0815,산청
2023,0815,대전
2023,0815,원주
2023,0815,구미
2023,0815,합천
2023,0815,부여
2023,0815,청주
2023,0815,밀양
2023,0815,진주
2023,0815,충주
2023,0815,남원
2023,0816,장흥
2023,0816,대구
2023,0816,의성
2023,0816,해남
2023,0816,청주
2023,0816,구미
2023,0817,해남
2023,0818,인제
2023,0818,철원
2023,0818,남원
2023,0818,대전
2023,0818,서울
2023,0818,춘천
2023,0818,천안
2023,0818,홍천
2023,0818,부여
2023,0818,양평
2023,0818,청주
2023,0818,충주
2023,0818,광주
2023,0818,이천
2023,0819,남원
2023,0819,이천
2023,0819,서울
2023,0819,인제
2023,0819,춘천
2023,0819,원주
2023,0819,청주
2023,0819,구미
2023,0819,홍천
2023,0819,안동
2023,0819,양평
2023,0819,금산
2023,0819,충주
2023,0819,의성
2023,0819,대전
2023,0820,창원
2023,0820,이천
2023,0820,정읍
2023,0820,남원
2023,0820,임실
2023,0820,보은
2023,0820,대구
2023,0820,거창
2023,0820,문경
2023,0820,대전
2023,0820,청주
2023,0820,구미
2023,0820,밀양
2023,0820,합천
2023,0820,부여
2023,0820,해남
2023,0820,안동
2023,0820,진주
2023,0820,충주
2023,0820,광주
2023,0820,전주
2023,0820,의성
2023,0820,서산
2023,0821,정읍
2023,0821,이천
2023,0821,대구
2023,0821,수원
2023,0821,대전
2023,0821,서울
2023,0821,인제
2023,0821,춘천
2023,0821,원주
2023,0821,청주
2023,0821,천안
2023,0821,구미
2023,0821,밀양
2023,0821,합천
2023,0821,홍천
2023,0821,부여
2023,0821,목포
2023,0821,안동
2023,0821,금산
2023,0821,부안
2023,0821,군산
2023,0821,영천
2023,0821,충주
2023,0821,광주
2023,0821,전주
2023,0821,의성
2023,0821,남원
2023,0822,포항
2023,0822,의성
2023,0822,정읍
2023,0822,남원
2023,0822,대구
2023,0822,대전
2023,0822,속초
2023,0822,청주
2023,0822,구미
2023,0822,밀양
2023,0822,강릉
2023,0822,해남
2023,0822,안동
2023,0822,금산
2023,0822,부안
2023,0822,영천
2023,0822,전주
2023,0822,창원
2023,0823,포항
2023,0823,대구
2023,0823,구미
2023,0823,밀양
2023,0823,의성
2023,0823,안동
2023,0823,금산
2023,0823,영천
2023,0823,강릉
2023,0826,밀양
2023,0903,밀양
2023,0903,전주
2024,0523,강릉
2024,0523,속초
2024,0523,밀양
2024,0610,구미
2024,0610,대구
2024,0610,합천
2024,0611,산청
2024,0611,포항
2024,0611,밀양
2024,0611,구미
2024,0611,영덕
2024,0611,대구
2024,0611,영천
2024,0611,의성
2024,0611,강릉
2024,0611,합천
2024,0612,대전
2024,0612,영덕
2024,0612,문경
2024,0612,속초
2024,0612,정읍
2024,0612,청주
2024,0612,밀양
2024,0612,구미
2024,0612,합천
2024,0612,대구
2024,0612,영천
2024,0612,충주
2024,0612,의성
2024,0612,강릉
2024,0612,이천
2024,0612,안동
2024,0612,산청
2024,0613,산청
2024,0613,안동
2024,0613,임실
2024,0613,정읍
2024,0613,남원
2024,0613,청주
2024,0613,금산
2024,0613,원주
2024,0613,밀양
2024,0613,춘천
2024,0613,구미
2024,0613,추풍령
2024,0613,합천
2024,0613,거창
2024,0613,대구
2024,0613,대전
2024,0613,영천
2024,0613,영주
2024,0613,충주
2024,0613,광주
2024,0613,진주
2024,0613,의성
2024,0613,부여
2024,0613,전주
2024,0613,이천
2024,0613,문경
2024,0614,서울
2024,0614,안동
2024,0614,원주
2024,0614,밀양
2024,0614,춘천
2024,0614,구미
2024,0614,합천
2024,0614,홍천
2024,0614,대구
2024,0614,대전
2024,0614,영천
2024,0614,의성
2024,0614,전주
2024,0614,이천
2024,0614,정읍
2024,0615,합천
2024,0615,밀양
2024,0617,강릉
2024,0617,속초
2024,0618,장흥
2024,0618,산청
2024,0618,고흥
2024,0618,창원
2024,0618,정읍
2024,0618,남원
2024,0618,청주
2024,0618,밀양
2024,0618,춘천
2024,0618,구미
2024,0618,거창
2024,0618,합천
2024,0618,대구
2024,0618,대전
2024,0618,남해
2024,0618,완도
2024,0618,영천
2024,0618,광주
2024,0618,진주
2024,0618,충주
2024,0618,의성
2024,0618,부여
2024,0618,양평
2024,0618,이천
2024,0618,안동
2024,0618,영덕
2024,0619,산청
2024,0619,청주
2024,0619,문경
2024,0619,철원
2024,0619,고흥
2024,0619,서울
2024,0619,인제
2024,0619,창원
2024,0619,울산
2024,0619,봉화
2024,0619,임실
2024,0619,포항
2024,0619,정읍
2024,0619,남원
2024,0619,서산
2024,0619,금산
2024,0619,원주
2024,0619,밀양
2024,0619,춘천
2024,0619,구미
2024,0619,보은
2024,0619,추풍령
2024,0619,천안
2024,0619,장수
2024,0619,홍천
2024,0619,거창
2024,0619,합천
2024,0619,대구
2024,0619,대전
2024,0619,영주
2024,0619,영천
2024,0619,광주
2024,0619,진주
2024,0619,충주
2024,0619,의성
2024,0619,부여
2024,0619,전주
2024,0619,강릉
2024,0619,태백
2024,0619,제천
2024,0619,양평
2024,0619,이천
2024,0619,안동
2024,0619,영덕
2024,0619,해남
2024,0619,부안
2024,0619,군산
2024,0619,수원
2024,0620,수원
2024,0620,철원
2024,0620,서울
2024,0620,인제
2024,0620,이천
2024,0620,춘천
2024,0620,홍천
2024,0620,강릉
2024,0620,원주
2024,0621,철원
2024,0621,서울
2024,0621,인제
2024,0621,정읍
2024,0621,청주
2024,0621,홍천
2024,0621,대전
2024,0621,이천
2024,0621,춘천
2024,0628,정읍
2024,0628,밀양
2024,0628,청주
2024,0628,대구
2024,0628,의성
2024,0628,합천
2024,0629,인제
2024,0701,합천
2024,0703,대구
2024,0703,합천
2024,0703,포항
2024,0704,부안
2024,0704,울진
2024,0704,영덕
2024,0704,강릉
2024,0704,의성
2024,0704,영천
2024,0704,울산
2024,0704,산청
2024,0704,대구
2024,0704,합천
2024,0704,구미
2024,0704,밀양
2024,0704,정읍
2024,0704,포항
2024,0705,합천
2024,0705,밀양
2024,0705,포항
2024,0706,속초
2024,0706,의성
2024,0706,강릉
2024,0706,포항
2024,0707,포항
2024,0712,밀양
2024,0713,홍천
2024,0713,원주
2024,0713,서울
2024,0719,강릉
2024,0721,산청
2024,0721,울진
2024,0721,대구
2024,0721,포항
2024,0721,합천
2024,0721,강릉
2024,0721,구미
2024,0721,정읍
2024,0721,전주
2024,0721,남원
2024,0721,밀양
2024,0721,의성
2024,0721,영천
2024,0721,울산
2024,0722,의성
2024,0722,산청
2024,0722,창원
2024,0722,합천
2024,0722,속초
2024,0722,울진
2024,0722,강릉
2024,0722,대구
2024,0722,포항
2024,0722,구미
